Event Time,Message,Log group,Log stream
2023-07-13T19:06:50.676+05:30,"END RequestId: d4e6f60d-1909-4f8e-b4bc-9f65dfc4be41
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.676+05:30,"REPORT RequestId: d4e6f60d-1909-4f8e-b4bc-9f65dfc4be41	Duration: 12.09 ms	Billed Duration: 13 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.694+05:30,"START RequestId: 4a194b49-6e57-40b6-9970-d3eed320acf1 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.698+05:30,"2023-07-13T13:36:50.698Z	4a194b49-6e57-40b6-9970-d3eed320acf1	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.700+05:30,"END RequestId: 4a194b49-6e57-40b6-9970-d3eed320acf1
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.700+05:30,"REPORT RequestId: 4a194b49-6e57-40b6-9970-d3eed320acf1	Duration: 6.36 ms	Billed Duration: 7 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.704+05:30,"START RequestId: 852842f0-a70a-46b7-b4b0-455f06cef341 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.720+05:30,"2023-07-13T13:36:50.720Z	852842f0-a70a-46b7-b4b0-455f06cef341	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.737+05:30,"END RequestId: 852842f0-a70a-46b7-b4b0-455f06cef341
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.737+05:30,"REPORT RequestId: 852842f0-a70a-46b7-b4b0-455f06cef341	Duration: 32.50 ms	Billed Duration: 33 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.820+05:30,"START RequestId: 7e2de3c1-b510-45e7-855c-95878bfa0585 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.841+05:30,"2023-07-13T13:36:50.841Z	7e2de3c1-b510-45e7-855c-95878bfa0585	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.859+05:30,"END RequestId: 7e2de3c1-b510-45e7-855c-95878bfa0585
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.859+05:30,"REPORT RequestId: 7e2de3c1-b510-45e7-855c-95878bfa0585	Duration: 39.55 ms	Billed Duration: 40 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.893+05:30,"START RequestId: a3e6dd0f-565a-4ead-b70f-4508b41146ed Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.898+05:30,"2023-07-13T13:36:50.898Z	a3e6dd0f-565a-4ead-b70f-4508b41146ed	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.938+05:30,"END RequestId: a3e6dd0f-565a-4ead-b70f-4508b41146ed
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.938+05:30,"REPORT RequestId: a3e6dd0f-565a-4ead-b70f-4508b41146ed	Duration: 44.64 ms	Billed Duration: 45 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.954+05:30,"START RequestId: 5950663f-6341-4726-8837-dab13a488d6f Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.961+05:30,"2023-07-13T13:36:50.961Z	5950663f-6341-4726-8837-dab13a488d6f	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.978+05:30,"END RequestId: 5950663f-6341-4726-8837-dab13a488d6f
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.978+05:30,"REPORT RequestId: 5950663f-6341-4726-8837-dab13a488d6f	Duration: 24.21 ms	Billed Duration: 25 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:50.983+05:30,"START RequestId: ddbe2cbf-a373-4198-836a-6788fa25668c Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.020+05:30,"2023-07-13T13:36:51.020Z	ddbe2cbf-a373-4198-836a-6788fa25668c	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.037+05:30,"END RequestId: ddbe2cbf-a373-4198-836a-6788fa25668c
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.037+05:30,"REPORT RequestId: ddbe2cbf-a373-4198-836a-6788fa25668c	Duration: 54.59 ms	Billed Duration: 55 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.041+05:30,"START RequestId: 3806ac3d-a7e7-47e3-bb4a-98c7bcd0d972 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.060+05:30,"2023-07-13T13:36:51.060Z	3806ac3d-a7e7-47e3-bb4a-98c7bcd0d972	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.078+05:30,"END RequestId: 3806ac3d-a7e7-47e3-bb4a-98c7bcd0d972
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.078+05:30,"REPORT RequestId: 3806ac3d-a7e7-47e3-bb4a-98c7bcd0d972	Duration: 37.44 ms	Billed Duration: 38 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.086+05:30,"START RequestId: 2f094d18-3409-46fe-b5e3-2868be7179c4 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.098+05:30,"2023-07-13T13:36:51.098Z	2f094d18-3409-46fe-b5e3-2868be7179c4	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.100+05:30,"END RequestId: 2f094d18-3409-46fe-b5e3-2868be7179c4
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.100+05:30,"REPORT RequestId: 2f094d18-3409-46fe-b5e3-2868be7179c4	Duration: 13.72 ms	Billed Duration: 14 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.104+05:30,"START RequestId: 0a2f22ad-1f9f-4ff3-9422-6f9dbc9adda9 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.120+05:30,"2023-07-13T13:36:51.120Z	0a2f22ad-1f9f-4ff3-9422-6f9dbc9adda9	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.136+05:30,"END RequestId: 0a2f22ad-1f9f-4ff3-9422-6f9dbc9adda9
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.136+05:30,"REPORT RequestId: 0a2f22ad-1f9f-4ff3-9422-6f9dbc9adda9	Duration: 32.82 ms	Billed Duration: 33 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.204+05:30,"START RequestId: 380f633c-34a4-4b59-871e-3b32d2279e12 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.209+05:30,"2023-07-13T13:36:51.209Z	380f633c-34a4-4b59-871e-3b32d2279e12	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.217+05:30,"END RequestId: 380f633c-34a4-4b59-871e-3b32d2279e12
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.217+05:30,"REPORT RequestId: 380f633c-34a4-4b59-871e-3b32d2279e12	Duration: 12.47 ms	Billed Duration: 13 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.261+05:30,"START RequestId: e6e2dbd2-4700-4503-b968-a74a813de5a3 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.266+05:30,"2023-07-13T13:36:51.266Z	e6e2dbd2-4700-4503-b968-a74a813de5a3	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.268+05:30,"END RequestId: e6e2dbd2-4700-4503-b968-a74a813de5a3
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.268+05:30,"REPORT RequestId: e6e2dbd2-4700-4503-b968-a74a813de5a3	Duration: 6.64 ms	Billed Duration: 7 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.517+05:30,"START RequestId: c1882689-af0f-4fbc-98af-25294f8fcdcf Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.522+05:30,"2023-07-13T13:36:51.522Z	c1882689-af0f-4fbc-98af-25294f8fcdcf	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.537+05:30,"END RequestId: c1882689-af0f-4fbc-98af-25294f8fcdcf
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.537+05:30,"REPORT RequestId: c1882689-af0f-4fbc-98af-25294f8fcdcf	Duration: 19.99 ms	Billed Duration: 20 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.570+05:30,"START RequestId: 75ecefdf-5932-4d19-a7b9-3d4af56351ab Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.574+05:30,"2023-07-13T13:36:51.574Z	75ecefdf-5932-4d19-a7b9-3d4af56351ab	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.577+05:30,"END RequestId: 75ecefdf-5932-4d19-a7b9-3d4af56351ab
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.577+05:30,"REPORT RequestId: 75ecefdf-5932-4d19-a7b9-3d4af56351ab	Duration: 7.26 ms	Billed Duration: 8 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.667+05:30,"START RequestId: f1c57da3-5e59-499e-bd8c-8a57c483620d Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.672+05:30,"2023-07-13T13:36:51.672Z	f1c57da3-5e59-499e-bd8c-8a57c483620d	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.677+05:30,"END RequestId: f1c57da3-5e59-499e-bd8c-8a57c483620d
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.677+05:30,"REPORT RequestId: f1c57da3-5e59-499e-bd8c-8a57c483620d	Duration: 9.36 ms	Billed Duration: 10 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.761+05:30,"START RequestId: f64297c3-9e54-4759-a019-200c31745108 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.766+05:30,"2023-07-13T13:36:51.766Z	f64297c3-9e54-4759-a019-200c31745108	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.777+05:30,"END RequestId: f64297c3-9e54-4759-a019-200c31745108
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.777+05:30,"REPORT RequestId: f64297c3-9e54-4759-a019-200c31745108	Duration: 15.91 ms	Billed Duration: 16 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.799+05:30,"START RequestId: 40fbd4c0-16f6-40d5-9789-712fd74acc79 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.804+05:30,"2023-07-13T13:36:51.804Z	40fbd4c0-16f6-40d5-9789-712fd74acc79	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.819+05:30,"END RequestId: 40fbd4c0-16f6-40d5-9789-712fd74acc79
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:51.819+05:30,"REPORT RequestId: 40fbd4c0-16f6-40d5-9789-712fd74acc79	Duration: 19.27 ms	Billed Duration: 20 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.035+05:30,"START RequestId: 1cde4f83-75d5-4d88-809d-50c6d8ac8c11 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.040+05:30,"2023-07-13T13:36:52.040Z	1cde4f83-75d5-4d88-809d-50c6d8ac8c11	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.042+05:30,"END RequestId: 1cde4f83-75d5-4d88-809d-50c6d8ac8c11
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.042+05:30,"REPORT RequestId: 1cde4f83-75d5-4d88-809d-50c6d8ac8c11	Duration: 7.08 ms	Billed Duration: 8 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.186+05:30,"START RequestId: b27cb5f3-2606-41a5-940a-4f413e59d1c4 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.190+05:30,"2023-07-13T13:36:52.190Z	b27cb5f3-2606-41a5-940a-4f413e59d1c4	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.197+05:30,"END RequestId: b27cb5f3-2606-41a5-940a-4f413e59d1c4
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:52.197+05:30,"REPORT RequestId: b27cb5f3-2606-41a5-940a-4f413e59d1c4	Duration: 11.18 ms	Billed Duration: 12 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.108+05:30,"START RequestId: d368e341-2288-4a23-bcfd-d9694ed58b27 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.113+05:30,"2023-07-13T13:36:53.113Z	d368e341-2288-4a23-bcfd-d9694ed58b27	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.116+05:30,"END RequestId: d368e341-2288-4a23-bcfd-d9694ed58b27
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.116+05:30,"REPORT RequestId: d368e341-2288-4a23-bcfd-d9694ed58b27	Duration: 7.96 ms	Billed Duration: 8 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.165+05:30,"START RequestId: 48b88e58-d3d9-46ec-9881-92abdca0029d Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.169+05:30,"2023-07-13T13:36:53.169Z	48b88e58-d3d9-46ec-9881-92abdca0029d	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.176+05:30,"END RequestId: 48b88e58-d3d9-46ec-9881-92abdca0029d
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.176+05:30,"REPORT RequestId: 48b88e58-d3d9-46ec-9881-92abdca0029d	Duration: 11.80 ms	Billed Duration: 12 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.184+05:30,"START RequestId: 5a344a93-6f4b-44cb-be17-6cd1740de96d Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.192+05:30,"2023-07-13T13:36:53.192Z	5a344a93-6f4b-44cb-be17-6cd1740de96d	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.197+05:30,"END RequestId: 5a344a93-6f4b-44cb-be17-6cd1740de96d
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.197+05:30,"REPORT RequestId: 5a344a93-6f4b-44cb-be17-6cd1740de96d	Duration: 12.88 ms	Billed Duration: 13 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.223+05:30,"START RequestId: ddf771fc-8769-4342-b1b7-6ee5f1538ce4 Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.227+05:30,"2023-07-13T13:36:53.227Z	ddf771fc-8769-4342-b1b7-6ee5f1538ce4	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.236+05:30,"END RequestId: ddf771fc-8769-4342-b1b7-6ee5f1538ce4
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.236+05:30,"REPORT RequestId: ddf771fc-8769-4342-b1b7-6ee5f1538ce4	Duration: 13.67 ms	Billed Duration: 14 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.992+05:30,"START RequestId: 1efe7560-8a33-4b07-a0a1-32f41b2625ab Version: $LATEST
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.997+05:30,"2023-07-13T13:36:53.997Z	1efe7560-8a33-4b07-a0a1-32f41b2625ab	INFO	redis client ready
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.999+05:30,"END RequestId: 1efe7560-8a33-4b07-a0a1-32f41b2625ab
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
2023-07-13T19:06:53.999+05:30,"REPORT RequestId: 1efe7560-8a33-4b07-a0a1-32f41b2625ab	Duration: 6.75 ms	Billed Duration: 7 ms	Memory Size: 128 MB	Max Memory Used: 104 MB	
",435639112445:/aws/lambda/redis-stack-charge_request_redis-lambda-fn,2023/07/13/[$LATEST]6242c1c4242c4272b9a4bb28ffc00bcd
